anime_id,name,genres,episodes,sypnopsis
20159,Pokemon: The Origin,"Action, Adventure, Comedy, Fantasy, Kids",4,"Pokémon are marvelous creatures that come in a variety of types and sizes, with abilities, powers, and personalities as diverse as they are numerous. Doctor Yukinari Ookido has dedicated his life to studying these fascinating beings, that can be caught, trained, traded, and battled against each other. There's only so much he can do from his lab though. With this in mind, Ookido entrusts two young boys with a Pokémon of their own and a computerized encyclopedia to catalog them. One of them, Green, is brash, passionate, slightly arrogant, and Doctor Ookido's own nephew. The other boy, Red, is equally passionate, and filled with a wide-eyed, mildly naive sense of wonder. Pokémon: The Origin follows Red in his journey through the region of Kanto in his attempt to complete his ""Pokédex"" by capturing and cataloging all the Pokémon that exist. Along the way he'll discover there's more to himself and his goals than he originally thought. Red will have to put both himself and his Pokémon to the test in special Gyms whose leaders are steps along the way to the Pokémon League, in order to challenge the Elite Four and become a Pokémon League Champion. Aside from his goals to become a Champion, Red has other problems brewing. There are others who capture and train Pokémon for more sinister reasons, with the infamous criminal organization Team Rocket being one of them. If Red can defeat them, fellow trainers, his rival Green, and wild Pokémon all through Kanto, he just may fulfill his own dream, and Doctor Ookido's as well."
4886,InuYasha: Kuroi Tessaiga,"Adventure, Comedy, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",1,"30-minute Inuyasha feature titled Kuroi Tessaiga screened on Takahashi Rumiko's picture exhibitions across Japan. In January 2010, this special ended up, slightly edited, as episode 15 of Inuyasha Kanketsu-hen."
44087,Gintama: The Semi-Final,"Action, Comedy, Historical, Parody, Samurai, Shounen",2,New special that will tie into the third new Gintama anime film. (Source: ANN)
16001,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",4,"Not long after putting the previous supernatural incident behind them, the members of Yamaboshi Academy's Student Cultural Society (StuCS) must deal with Fuusenkazura's newest trial—emotion transmission. This phenomenon allows the club members to hear each others' true thoughts, but with one catch: the timing, sender, and recipient are all completely random. To make matters worse, the club's supervisor, Ryuuzen Gotou, may have to step down due to his responsibilities for the upcoming school year. With emotions running high and Valentine's Day around the corner, the seemingly close bonds of the StuCS will be tested when their true feelings for each other are laid bare."
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",1,"Bundled with limited edition of the 58th Gintama manga volume. The tagline for the bundled anime reads, ""It's time for all the Yorozuya members ...to wake up just one more time."" (Source: MAL News, edited)"
12231,Dragon Ball: Episode of Bardock,"Action, Sci-Fi, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",1,"Shown at Jump Festa 2012, held in December, 2011. Bardock, Goku's father, who was supposed to have died when Freeza's attack hit him along with the Planet Vegeta, was sent way back in time where the planet was inhabited by strange creatures. There, he meets Freeza's ancestor, a space pirate named Chilled, and fights him to protect the planet. (Source: AniDB)"
6945,Gintama: Shiroyasha Koutan,"Action, Sci-Fi, Comedy, Historical, Parody",1,"ccording to Aniplex, a 10min short anime of Gintama ""Shiroyasha Koutan"" will be released on September 30th. It was shown at Jump Super Anime Tour 2008 and had never been released as a DVD. It's a trailer of an imaginary Gintama movie. Gintama OVA shown at Jump Anime Tour '05 is also included in the DVD."
16239,One Piece: Episode of Luffy - Hand Island no Bouken,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",1,"The story of the Hand Island no Bouken special is set a little before the events of One Piece Film Z and depicts a major ""Hand Island"" incident during the New World storyline. The story is set at ""Cannon Town"" where a parent and a child work as craftspeople. The incident revolves around them and a commodore of a marine base. The special will also have a flashback scene to the story in the first chapter of the manga, but with new animation. (Source: ANN)"
24687,Mushishi Zoku Shou: Odoro no Michi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",1,"sterious, unknowable creatures alien to the laws of nature—known only to some and feared by others—""Mushi"" lie behind many of life's strange phenomena. Long ago, a Mushi of terrifying power threatened to extinguish all life. The Minai clan of Mushishi were born from those who stopped this malevolent force, their members bound by duty to serve as retainers to the Karibusa family, within whom the Mushi remains sealed. The Mushishi Ginko is given a job request from Tanyuu Karibusa: oversee the work of the head of the Minai clan, Kumado Minai, in investigating an abandoned village where dead wood and even houses spring back to life as flourishing plants. Though the Minai clan are oddly ruthless among Mushishi, even more peculiar is their widespread dull character, with little appreciation for beauty or sentiment. Tanyuu believes there is more to this trend than meets the eye. Ginko aims to answer her curiosity as he follows Kumado into a ""Path of Thorns,"" a place where Mushi flow from their own strange sources into the world of the living. Rare and deadly varieties of Mushi lurk in these depths, along with the secret nature of the Minai clan's resolve to their ancient task."
37902,One Piece: Episode of Sorajima,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",1,"The special will be the first in the ""Episode of"" series to cover the Skypeia arc, and will feature a character who did not appear in the original Skypeia arc from the anime. (Source: ANN)"
